ctxkey,pattern,histlen,pc,bw,bctx
348,16881670,6,18446744071585982569,2,18446744071579421184
9088,351825926,6,18446744071585950216,2,18446744071585603226
11603,262871059,19,18446744071580497689,2,18446744071580737031
16186,57652238,14,140322915207103,64,140323376764800
5550,510304266,10,18446744071580499723,2,18446744071585983726
7434,387435541,21,140323397410971,2,140323390757958
14088,392291334,6,18446744071585604455,2,18446744071586254408
8068,447829020,28,140323398462623,2,140323397913946
15511,348206093,13,140322915194810,2,140322915193991
15539,339925002,10,18446744071585166147,2,18446744071585164197
348,318786566,6,18446744071585981772,2,18446744071579421184
740,45273094,6,18446744071585451229,64,18446744071589333600
3912,494979081,9,18446744071586913019,2,18446744071586904818
13176,461061139,19,18446744071578990085,2,18446744071579338864
4405,87802886,6,18446744071585991474,2,18446744071585138019
3580,412194828,12,18446744071580497302,2,18446744071580498346
13661,518008838,6,18446744071586034098,2,18446744071586030371
11255,179854342,6,18446744071585929530,2,18446744071585930265
2016,96506890,10,18446744071578860150,2,18446744071579112224
11256,46340114,18,18446744071579369527,2,18446744071579367102
6073,213105670,6,18446744071585948373,2,18446744071579994597
14222,471579661,13,18446744071586004170,2,18446744071579520854
15911,162888721,17,18446744071585137979,2,18446744071585137967
13589,86668302,14,18446744071579341202,2,18446744071579373551
13589,25192458,10,18446744071579341202,2,18446744071579373551
5560,219283462,6,18446744071585611484,2,18446744071585614994
4910,179315721,9,18446744071579368429,2,18446744071579369834
5560,131693574,6,18446744071585611465,2,18446744071585614994
332,395525129,9,140322915164909,2,140322915164594
6030,215511056,16,18446744071586258110,2,18446744071586254334
14315,390192134,6,18446744071585588708,2,18446744071585589637
8671,338423818,10,18446744071585239437,2,18446744071585239341
6243,84532230,6,18446744071586052466,2,18446744071585962323
2842,427298831,15,18446744071579358459,2,18446744071579368580
4502,165835785,9,18446744071579996219,2,18446744071586063008
7589,517200902,6,18446744071585931957,2,18446744071585554577
2802,8009744,16,18446744071579338848,2,18446744071586915742
13644,204513286,6,18446744071586015660,2,18446744071586014896
7198,63108102,6,18446744071585947909,2,18446744071579996116
2053,451041286,6,18446744071578860282,2,18446744071586904797
12682,90775558,6,18446744071585982412,2,18446744071579402154
14339,492963846,6,18446744071585239070,2,18446744071585206753
496,353021963,11,140323393804610,2,140323393804886
5958,340902918,6,18446744071585589653,2,18446744071585583826
6584,270610441,9,18446744071585151270,2,18446744071585167324
7953,329906186,10,18446744071586841362,2,18446744071579372763
7109,244485129,9,18446744071585584497,2,18446744071585581889
15171,214608902,6,18446744071585915856,2,18446744071586033253
7711,119195659,11,18446744071586904922,2,18446744071586915887
5502,412731402,10,18446744071579343462,2,18446744071579085286
348,218172422,6,18446744071585982452,2,18446744071579421184
7556,319079437,13,18446744071582314823,2,18446744071585975676
6795,60863498,10,18446744071585614978,2,18446744071585606505
8453,485594118,6,18446744071585164109,2,18446744071586003037
12222,492861456,16,18446744071586904611,2,18446744071579368102
6163,339305474,2,18446744071585581408,2,18446744071586915887
15988,12622854,6,18446744071585142084,2,18446744071585429888
2219,263433222,6,18446744071579996036,2,18446744071585941469
6783,12602370,2,18446744071579362122,2,18446744071579343845
11443,39908358,6,18446744071586017324,2,18446744071586017129
5786,304220169,9,18446744071586033344,2,18446744071589333584
1013,49538054,6,18446744071585180971,2,18446744071579421095
977,397513734,6,140322915192599,2,140322915190447
9345,100726793,9,18446744071580505152,2,18446744071580606189
14437,476757005,13,140323398730834,2,140323398730731
1049,378555402,10,18446744071579343996,2,18446744071579421145
1488,215729188,36,18446744071586005939,2,18446744071586023816
1329,453126150,6,18446744071586078073,2,18446744071586014329
15312,391259145,9,18446744071581813083,2,18446744071580505424
592,101442569,9,18446744071586039842,64,18446744071586027594
2842,130058,10,18446744071579358459,2,18446744071579368580
2842,70102035,19,18446744071579358459,2,18446744071579368580
235,171043846,6,18446744071586241933,2,18446744071585941357
9550,293642246,6,18446744071580497266,2,18446744071580505450
1862,14813190,6,18446744071586033753,2,18446744071586034998
2842,366082063,15,18446744071579358459,2,18446744071579368580
15634,18417675,11,18446744071579365379,2,18446744071579365360
598,163184646,6,18446744071586034594,2,18446744071585167154
14339,401331210,10,18446744071585238620,2,18446744071585206753
12081,301683744,32,140323396279082,2,140323389200825
15587,348722182,6,18446744071580505978,2,18446744071580505955
16184,154225673,9,18446744071579368451,2,18446744071579358504
5502,132333574,6,18446744071579343500,2,18446744071579085286
15856,156004367,15,18446744071579221138,2,18446744071589333584
4293,386043910,6,18446744071586023485,2,18446744071579537607
9424,363958288,16,18446744071579221138,2,18446744071585611176
15511,342892550,6,140322915194734,2,140322915193991
14177,519138314,10,18446744071586253624,2,18446744071585554577
11164,337358854,6,18446744071585206929,2,18446744071585220670
11255,267622406,6,18446744071585929901,2,18446744071585930265
12793,476606470,6,140323041784508,2,140323408147263
8382,136539146,10,18446744071585941458,2,18446744071579221152
8202,114805776,16,18446744071579358392,2,18446744071579370948
15361,403333126,6,18446744071585589216,2,18446744071585554577
5797,418069510,6,18446744071579371079,2,18446744071579360557
13680,526941194,10,18446744071586015808,2,18446744071586014908
14089,36810758,6,18446744071585991703,2,18446744071585915849
348,410526730,10,18446744071585982473,2,18446744071579421184
1506,236526598,6,18446744071585983900,2,18446744071585989526
5786,418103305,9,18446744071586033266,2,18446744071589333584
661,57360405,21,18446744071587234234,2,18446744071587234219
6101,387694603,11,140322915199310,2,140323041798267
3934,183562260,20,140323396281180,2,140323397915874
13517,177301513,9,18446744071582310983,2,18446744071582313847
1788,196213770,10,18446744071580496714,2,18446744071580505466
7595,288903177,9,140322915226644,64,140323376764800
13358,15961094,6,18446744071585352877,2,18446744071585962518
11913,57349130,10,18446744071579371543,2,18446744071579371475
4910,57241610,10,18446744071579368451,2,18446744071579369834
1506,225505286,6,18446744071585983966,2,18446744071585989526
1956,348284934,6,18446744071586019472,2,18446744071585134906
9358,304837642,10,18446744071585220704,2,18446744071585220412
14023,253427718,6,18446744071586023869,2,18446744071585998295
12718,403933202,18,140323397561767,2,140323397921426
