ctxkey,pattern,histlen,pc,bw,bctx
9403,420514825,9,18446744071586050943,2,18446744071585931987
3477,258107401,9,18446744071586052423,64,18446744071585962323
4868,216595466,10,18446744071585930520,2,18446744071585216464
3748,484312078,14,18446744071586062095,2,18446744071586050974
12156,270728202,10,18446744071580403563,2,18446744071580403432
11091,261864457,9,18446744071585929412,2,18446744071585930265
11238,5343242,10,18446744071579221310,2,18446744071586915742
6301,534978574,14,18446744071585235426,2,18446744071585220833
10123,80364550,6,18446744071580403281,2,18446744071580405193
3173,59398153,9,18446744071585245166,2,18446744071585244797
3249,163748870,6,18446744071589331066,2,18446744071585244741
1431,14777354,10,18446744071585240136,2,18446744071585244757
15302,224121865,9,18446744071585215774,2,18446744071585206814
2195,350911497,9,18446744071585161073,2,18446744071580474869
5794,370321417,9,139997420012284,2,139997552734866
14116,404902921,9,18446744071585240230,2,18446744071585240214
1483,393936906,10,139997420011393,2,139997549157207
2533,110982157,13,139997550880434,2,139997550877571
13358,175725578,10,18446744071585352877,2,18446744071585962518
8549,347663370,10,18446744071585852500,2,18446744071585554503
2311,531229705,9,18446744071579996036,2,18446744071585941469
11647,303096841,9,18446744071585216831,2,18446744071585947677
3544,523886598,6,18446744071580408428,2,18446744071580408734
2613,262792198,6,18446744071585234017,2,18446744071585235655
9505,472631302,6,18446744071580403281,2,18446744071580405193
2992,9131026,18,139997549221575,2,139997420011734
9358,241203206,6,18446744071585220704,2,18446744071585220412
14720,291755018,10,18446744071589331239,2,18446744071585215866
14339,270244878,14,18446744071585238850,2,18446744071585206753
1067,213528582,6,18446744071580408235,2,18446744071580402587
1120,52679686,6,18446744071585949563,2,18446744071585942018
6946,322135046,6,18446744071585244714,2,18446744071579521088
3544,304704518,6,18446744071580408235,2,18446744071580408734
14069,118198286,14,18446744071586063068,64,18446744071581810309
1749,284370950,6,18446744071580746792,2,18446744071579421103
14490,242793478,6,18446744071586050407,64,18446744071586062028
1431,287436814,14,18446744071585240047,2,18446744071585244757
15009,366095370,10,18446744071586063848,2,18446744071586060017
11255,354153478,6,18446744071585931702,2,18446744071585930265
661,489619472,16,18446744071587234234,2,18446744071587234219
186,145513487,15,18446744071585239627,2,18446744071585240300
11216,377140230,6,18446744071585941317,2,18446744071585949694
5650,506132486,6,18446744071586035980,2,18446744071579221152
8853,222402566,6,18446744071579221098,2,18446744071585213741
14035,83941386,10,139997554396732,2,139997550214095
3245,512421894,6,18446744071585235791,2,18446744071585940641
12064,89020429,13,18446744071580206088,2,18446744071580406986
10139,337748998,6,139997420011393,2,139997550270527
10818,224359438,14,18446744071585234229,2,18446744071585206964
3867,485908494,14,18446744071585852500,2,18446744071585554577
3223,339251209,9,139997550272651,2,139997549473617
10818,221493257,9,18446744071585234152,2,18446744071585206964
1749,400621578,10,18446744071580746714,2,18446744071579421103
3445,516490250,10,18446744071585941118,2,18446744071585940623
12159,501239818,10,139997550466054,2,139997549162979
8744,349067282,18,139997549637695,2,139997553729150
13845,91571214,14,139997420010809,2,139997550559419
3223,42023946,10,139997550270615,2,139997549473617
12075,502640658,18,18446744071585854497,2,18446744071585554503
2269,378510349,13,18446744071585961991,2,18446744071586051335
12159,359801870,14,139997550003118,2,139997549162979
3223,292644870,6,139997550272684,2,139997549473617
12771,16019470,14,18446744071585962465,2,18446744071586050415
1337,510330886,6,18446744071580408776,2,18446744071580402517
9449,447436806,6,139997550559291,2,139997549157207
12493,88358926,14,18446744071585244812,2,18446744071585240305
2992,331506698,10,139997420011372,2,139997420011734
3223,196657162,10,139997550270580,2,139997549473617
2533,462657542,6,139997550878033,2,139997550877571
2240,141187081,9,18446744071586035172,2,18446744071586035078
2240,482060299,11,18446744071586035270,2,18446744071586035078
50,522937357,13,18446744071579221098,2,18446744071583818938
3052,29576198,6,18446744071585233908,2,18446744071585216894
3655,383736851,19,139997548917603,2,139997420011667
12351,2051108,36,139997548370996,64,139997551272690
13666,329360410,26,139997550213608,64,139997551083343
7858,111834118,6,18446744071586062982,64,18446744071585962120
14486,136218650,26,18446744071578860219,2,18446744071579556958
5847,165570588,28,139997551272670,64,139997549121152
202,105701402,26,139997550213608,64,139997551083343
5847,445570074,26,139997551272670,64,139997549121152
12159,59921417,9,139997420244729,2,139997549162979
8348,125421587,19,139997549473091,2,139997420011474
14035,355438607,15,139997554397062,2,139997550214095
425,309623823,15,18446744072100385803,2,18446744071579740533
4910,263223306,10,18446744071579368540,2,18446744071579369834
8348,377086982,6,139997550300741,2,139997420011474
4502,417787918,14,18446744071579996009,2,18446744071586063008
2186,216765450,10,139997550570476,2,139997550570316
16209,272858118,6,18446744071578954692,2,18446744071578954459
5831,237038602,10,139997549492427,2,139997549505435
9876,29464586,10,18446744071582320971,2,18446744071586905468
9876,388225030,6,18446744071582320765,2,18446744071586905468
9876,429435913,9,18446744071582320554,2,18446744071586905468
15371,294873094,6,18446744071585166924,2,18446744071586029405
14138,208766988,12,18446744071586030909,2,18446744071583818746
6648,240856070,6,18446744071586031123,2,18446744071585947832
15988,187957262,14,18446744071585142090,2,18446744071585429888
13832,224415760,16,18446744071580403171,2,18446744071586905468
9028,466319366,6,18446744071585233028,2,18446744071585206964
6939,436275210,10,18446744071586034708,2,18446744071585150115
5039,12206089,9,18446744071586040795,2,18446744071585134929
562,408026122,10,18446744071583818840,2,18446744071589333584
574,422620169,9,18446744071579500210,2,18446744071586903982
7556,148052998,6,18446744071582314552,2,18446744071585975676
615,77079562,10,18446744071586027739,2,18446744071579537633
4634,162530313,9,18446744071585976083,2,18446744071585974396
4634,291087370,10,18446744071585976060,2,18446744071585974396
4444,355125254,6,18446744071585979886,2,18446744071585976128
6590,167469066,10,18446744071585234610,2,18446744071585234134
6590,518118409,9,18446744071585234629,2,18446744071585234134
14089,354439170,2,18446744071585991731,2,18446744071585915849
9028,497249289,9,18446744071585233046,2,18446744071585206964
14089,411103238,6,18446744071585991834,2,18446744071585915849
4405,41678858,10,18446744071585991474,2,18446744071585138019
12222,6516742,6,18446744071586904376,2,18446744071579368102
1446,422659083,11,18446744071586030661,64,18446744071585151288
6780,400586761,9,18446744071585991766,2,18446744071585991752
14289,215195654,6,18446744071586040320,2,18446744071586039769
1067,144953353,9,18446744071585161316,2,18446744071580402587
4537,255984646,6,18446744071585974750,2,18446744071582315023
6393,315749382,6,18446744071586033992,2,18446744071586039849
7556,65617926,6,18446744071582314579,2,18446744071585975676
15800,193651722,10,18446744071579220372,64,18446744071579221033
14138,478314505,9,18446744071586030968,2,18446744071583818746
15765,130037788,28,18446744071586062624,64,18446744071586062488
340,453612553,9,18446744071585234658,2,18446744071585233144
665,233366540,12,18446744071579401987,2,18446744071579401833
13926,440587273,9,18446744071585976137,2,18446744071579221152
6053,515560454,6,18446744071585993232,2,18446744071586041555
7556,19657742,14,18446744071582314539,2,18446744071585975676
2025,298446854,6,18446744071586030298,2,18446744071586039899
14191,386926628,36,139997900761028,64,139997900761265
11469,19545094,6,139997552005167,2,139997549162979
13749,21506057,9,139997552005360,2,139997549162979
13675,449571849,9,18446744071585992504,2,18446744071582314971
10106,346229766,6,139997550877584,2,139997549562100
615,17898509,13,18446744071585998331,2,18446744071579537633
7556,121134090,10,18446744071582314741,2,18446744071585975676
12893,304201737,9,139997552018321,2,139997549162979
5039,504009730,2,18446744071586041278,2,18446744071585134929
1483,446233620,20,139997420011393,2,139997549157207
158,185108486,6,18446744071579148384,2,18446744071586905476
16337,20680721,17,139997915572964,2,139997900766863
12159,426982414,14,139997549629072,2,139997549162979
713,236683273,9,18446744071578954192,2,18446744071587234207
6939,229696526,14,18446744071586034691,2,18446744071585150115
3748,225590281,9,18446744071586062141,2,18446744071586050974
15672,66337808,16,18446744071580229876,2,18446744071586905468
2025,445861902,14,18446744071586030333,2,18446744071586039899
6489,462460938,10,18446744071585223083,2,18446744071585142097
5786,59341834,10,18446744071586033311,2,18446744071589333584
11944,281431076,36,139997552208758,64,139997552209431
4227,247050266,26,139997554749785,64,139997550830035
1067,49125396,20,18446744071585161250,2,18446744071580402587
11269,83011593,9,139997552127764,2,139997549162979
2240,398484490,10,18446744071586035228,2,18446744071586035078
12159,384953353,9,139997420244729,2,139997549162979
12222,53640201,9,18446744071586904536,2,18446744071579368102
598,292957203,19,18446744071586034194,2,18446744071585167154
10300,391310345,9,18446744071578998627,2,18446744071578998810
7698,472274958,14,18446744071585930302,2,18446744071585932172
6405,42027017,9,139997551660536,2,139997420012195
5210,88336393,9,18446744071586039675,2,18446744071586027818
11730,262274054,6,139997551660461,2,139997548808446
3800,121708554,10,139997420011393,2,139997548988414
12159,262663181,13,139997420012113,2,139997549162979
6839,248668166,6,18446744071586089166,2,18446744071585930231
9997,69740557,13,139997548138128,2,139997548510371
9014,477731846,6,18446744071585117987,2,18446744071585118198
12352,420353050,26,139997554013324,2,139997549524230
12798,176720898,2,139997552851284,2,139997552851120
15512,97521674,10,18446744071586140164,2,18446744071581821930
369,180359181,13,139997549945659,2,139997549945527
13636,443113482,10,18446744071586024223,2,18446744071579402008
13661,437284879,15,18446744071586034098,2,18446744071586030371
661,243351568,16,18446744071587234234,2,18446744071587234219
5106,196121617,17,139997554751312,2,139997550830040
2575,142428173,13,139997551676200,2,139997551816179
11515,534840330,10,18446744071579168481,2,18446744071586904329
8661,4426758,6,18446744071581813083,2,18446744071580497287
9248,375528457,9,139997550271318,2,139997420246982
777,9036810,10,18446744071585118160,2,18446744071580496781
777,479725577,9,18446744071585118182,2,18446744071580496781
13721,93466626,2,139997548203194,2,139997553704759
6008,365115402,10,18446744071580496749,2,18446744071580501482
5786,48221197,13,18446744071586033344,2,18446744071589333584
7033,151008265,9,139997551100787,2,139997915896255
10862,261678089,9,18446744071580497266,2,18446744071580506598
667,426311689,9,18446744071578954254,2,18446744071587234253
397,388019213,13,139997550627434,2,139997420244235
6397,65702922,10,18446744071585136347,2,18446744071586915625
11249,533872646,6,18446744071586041603,2,18446744071586040825
2540,375988230,6,18446744071580606235,2,18446744071580507436
11603,156880905,9,18446744071580497302,2,18446744071580737031
12542,32048137,9,18446744071580498124,2,18446744071579221152
7706,183724042,10,18446744071580502834,2,18446744071580502810
10407,477833230,14,18446744071580501464,2,18446744071582309897
15295,119737380,36,139997552209265,2,139997550749375
713,392337414,6,18446744071578954168,2,18446744071587234207
2842,388562957,13,18446744071579358459,2,18446744071579368580
9876,77716489,9,18446744071582320753,2,18446744071586905468
3544,232267782,6,18446744071580408269,2,18446744071580408734
598,492996617,9,18446744071586034563,2,18446744071585167154
4202,156961804,12,18446744071579368393,2,18446744071579380002
12493,453521418,10,18446744071585244962,2,18446744071585240305
