ctxkey,pattern,histlen,pc,bw,bctx
6293,470167570,18,351640761,2,344763969
13671,414373905,17,351835938,2,351837043
9173,443004945,17,351648720,2,351607599
1038,394253334,22,351609538,2,356119120
5326,170394633,9,350833912,2,350834428
1844,6423558,6,351650870,2,351650540
724,328743942,6,363251841,2,363258122
724,269689865,9,355782686,2,363258122
2350,22249483,11,351419037,2,351419094
7766,171042828,12,352787017,2,350596318
724,140113930,10,363251980,2,363258122
5134,495032338,18,352998118,2,356096406
12326,442615818,10,140104763038018,2,140104763036318
3842,230933514,10,352682808,2,352682522
8045,190899217,17,350837779,2,351096703
5931,2332674,2,350901722,2,350833945
15434,181078022,6,353544373,2,350596314
4763,356237314,2,353040350,2,363827045
10980,484008966,6,352965171,2,781382800
2960,468146204,28,352784659,2,350562090
3670,250118159,15,360960314,2,350747706
3277,15934477,13,351607258,2,351648741
6564,173177869,13,350804115,2,350780676
5144,70583310,14,350834365,2,350834218
7424,429578246,6,352793448,2,356096406
3842,508688394,10,352682559,2,352682522
7696,156887046,6,353225859,2,353225410
5349,419850264,24,350749110,2,355372555
520,417990667,11,354098139,2,781382960
12467,188351502,14,363911565,2,363911531
6050,164729862,6,350901808,2,350834064
5967,437357580,12,351648642,2,351648727
12110,457970701,13,353631049,2,353628976
8883,177922054,6,351794416,2,351794455
5417,39312398,14,354560049,2,354562073
8083,464626701,13,351614248,2,351794545
11123,458723360,32,350735075,2,355706611
8083,385469453,13,351613949,2,351794545
13876,176371728,16,353298943,2,353300032
5326,281470991,15,350834001,2,350834428
11200,145144850,18,351653700,2,781383184
7004,106073106,18,351648642,2,351613374
5622,365483014,6,354240937,2,344704716
6460,309084177,17,351655607,2,140104763110684
7383,356518936,24,354556691,2,344763969
7792,167391242,10,350739051,2,351780006
10980,332952582,6,352965171,2,781382800
6460,209301525,21,351655607,2,140104763110684
5144,139804686,14,350834001,2,350834218
13896,29775896,24,140104763036302,2,351657072
13896,230564890,26,140104763036302,2,351657072
11200,54935574,22,351653700,2,781383184
6977,367534086,6,355765048,2,355764603
